1888,106,1150,0,0
1883,106,1145,0,0
1287,106,753,0,0
1286,106,754,0,0
1285,106,752,0,0
1284,106,751,0,0
1283,106,750,0,0
1282,106,749,0,0
1281,106,747,0,0
1596,106,961,0,0
