700,106,958,"tmenuitem","$location","_self","$label",4,1
699,106,953,"tmenuitem","$location","_self","$label",2,1
698,106,954,"tmenuitem","$location","_self","$label",1,1
757,106,1265,"tmenuitem","$location","_self","$label",3,1
